uuid,timestamp,event,hotel_bookings,price_category
418829194911,2025-02-08 05:07:55,Premium prices,98,premium
418829194911,2025-02-08 15:07:55,Send offer,,
419541292679,2025-02-09 01:07:55,Guest request,,
419541292679,2025-02-09 11:07:55,Standard prices,45,standard
419541292679,2025-02-09 21:07:55,Send offer,,
419808912101,2025-02-10 07:07:55,Guest request,,
419808912101,2025-02-10 17:07:55,Standard prices,54,standard
419808912101,2025-02-11 03:07:55,Send offer,,
420618567737,2025-02-11 13:07:55,Guest request,,
420618567737,2025-02-11 23:07:55,Standard prices,10,standard
420618567737,2025-02-12 09:07:55,Send offer,,
421254505329,2025-02-12 19:07:55,Guest request,,
421254505329,2025-02-13 05:07:55,Standard prices,85,standard
421254505329,2025-02-13 15:07:55,Send offer,,
421853964041,2025-02-14 01:07:55,Guest request,,
421853964041,2025-02-14 11:07:55,Standard prices,40,standard
421853964041,2025-02-14 21:07:55,Send offer,,
422109841477,2025-02-15 07:07:55,Guest request,,
422109841477,2025-02-15 17:07:55,Standard prices,75,standard
422109841477,2025-02-16 03:07:55,Send offer,,
422488272154,2025-02-16 13:07:55,Guest request,,
422488272154,2025-02-16 23:07:55,Standard prices,24,standard
422488272154,2025-02-17 09:07:55,Send offer,,
423263884778,2025-02-17 19:07:55,Guest request,,
423263884778,2025-02-18 05:07:55,Standard prices,79,standard
423263884778,2025-02-18 15:07:55,Send offer,,
423393505105,2025-02-19 01:07:55,Guest request,,
423393505105,2025-02-19 11:07:55,Standard prices,14,standard
423393505105,2025-02-19 21:07:55,Send offer,,
423598184630,2025-02-20 07:07:55,Guest request,,
423598184630,2025-02-20 17:07:55,Standard prices,24,standard
423598184630,2025-02-21 03:07:55,Send offer,,
424270527475,2025-02-21 13:07:55,Guest request,,
424270527475,2025-02-21 23:07:55,Standard prices,55,standard
424270527475,2025-02-22 09:07:55,Send offer,,
424736066405,2025-02-22 19:07:55,Guest request,,
424736066405,2025-02-23 05:07:55,Standard prices,28,standard
424736066405,2025-02-23 15:07:55,Send offer,,
424944040113,2025-02-24 01:07:55,Guest request,,
424944040113,2025-02-24 11:07:55,Premium prices,92,premium
424944040113,2025-02-24 21:07:55,Send offer,,
425577428668,2025-02-25 07:07:55,Guest request,,
425577428668,2025-02-25 17:07:55,Standard prices,42,standard
425577428668,2025-02-26 03:07:55,Send offer,,
425791386912,2025-02-26 13:07:55,Guest request,,
425791386912,2025-02-26 23:07:55,Standard prices,25,standard
425791386912,2025-02-27 09:07:55,Send offer,,
426182372223,2025-02-27 19:07:55,Guest request,,
426182372223,2025-02-28 05:07:55,Standard prices,40,standard
426182372223,2025-02-28 15:07:55,Send offer,,
426761077583,2025-03-01 01:07:55,Guest request,,
426761077583,2025-03-01 11:07:55,Standard prices,47,standard
426761077583,2025-03-01 21:07:55,Send offer,,
427566696687,2025-03-02 07:07:55,Guest request,,
427566696687,2025-03-02 17:07:55,Standard prices,19,standard
427566696687,2025-03-03 03:07:55,Send offer,,
428449319659,2025-03-03 13:07:55,Guest request,,
428449319659,2025-03-03 23:07:55,Standard prices,12,standard
428449319659,2025-03-04 09:07:55,Send offer,,
428719997774,2025-03-04 19:07:55,Guest request,,
428719997774,2025-03-05 05:07:55,Standard prices,49,standard
428719997774,2025-03-05 15:07:55,Send offer,,
429001200540,2025-03-06 01:07:55,Guest request,,
429001200540,2025-03-06 11:07:55,Standard prices,26,standard
429001200540,2025-03-06 21:07:55,Send offer,,
429562036115,2025-03-07 07:07:55,Guest request,,
429562036115,2025-03-07 17:07:55,Standard prices,66,standard
429562036115,2025-03-08 03:07:55,Send offer,,
429983893497,2025-03-08 13:07:55,Guest request,,
429983893497,2025-03-08 23:07:55,Standard prices,16,standard
429983893497,2025-03-09 09:07:55,Send offer,,
430155120274,2025-03-09 19:07:55,Guest request,,
430155120274,2025-03-10 05:07:55,Standard prices,37,standard
430155120274,2025-03-10 15:07:55,Send offer,,
430594060378,2025-03-11 01:07:55,Guest request,,
430594060378,2025-03-11 11:07:55,Standard prices,58,standard
430594060378,2025-03-11 21:07:55,Send offer,,
430903061222,2025-03-12 07:07:55,Guest request,,
430903061222,2025-03-12 17:07:55,Standard prices,44,standard
430903061222,2025-03-13 03:07:55,Send offer,,
431686354144,2025-03-13 13:07:55,Guest request,,
431686354144,2025-03-13 23:07:55,Premium prices,92,premium
431686354144,2025-03-14 09:07:55,Send offer,,
432346598946,2025-03-14 19:07:55,Guest request,,
432346598946,2025-03-15 05:07:55,Standard prices,59,standard
432346598946,2025-03-15 15:07:55,Send offer,,
432667715772,2025-03-16 01:07:55,Guest request,,
432667715772,2025-03-16 11:07:55,Standard prices,35,standard
432667715772,2025-03-16 21:07:55,Send offer,,
433039232167,2025-03-17 07:07:55,Guest request,,
433039232167,2025-03-17 17:07:55,Premium prices,95,premium
433039232167,2025-03-18 03:07:55,Send offer,,
433047643437,2025-03-18 13:07:55,Guest request,,
433047643437,2025-03-18 23:07:55,Standard prices,87,standard
433047643437,2025-03-19 09:07:55,Send offer,,
433362165624,2025-03-19 19:07:55,Guest request,,
433362165624,2025-03-20 05:07:55,Standard prices,52,standard
433362165624,2025-03-20 15:07:55,Send offer,,
433937450460,2025-03-21 01:07:55,Guest request,,
433937450460,2025-03-21 11:07:55,Standard prices,79,standard
433937450460,2025-03-21 21:07:55,Send offer,,
434625693505,2025-03-22 07:07:55,Guest request,,
434625693505,2025-03-22 17:07:55,Standard prices,56,standard
434625693505,2025-03-23 03:07:55,Send offer,,
434832012500,2025-03-23 13:07:55,Guest request,,
434832012500,2025-03-23 23:07:55,Standard prices,40,standard
434832012500,2025-03-24 09:07:55,Send offer,,
435336745989,2025-03-24 19:07:55,Guest request,,
435336745989,2025-03-25 05:07:55,Standard prices,22,standard
435336745989,2025-03-25 15:07:55,Send offer,,
435618194917,2025-03-26 01:07:55,Guest request,,
435618194917,2025-03-26 11:07:55,Standard prices,25,standard
435618194917,2025-03-26 21:07:55,Send offer,,
435831364512,2025-03-27 07:07:55,Guest request,,
435831364512,2025-03-27 17:07:55,Standard prices,58,standard
435831364512,2025-03-28 03:07:55,Send offer,,
435881772848,2025-03-28 13:07:55,Guest request,,
435881772848,2025-03-28 23:07:55,Standard prices,54,standard
435881772848,2025-03-29 09:07:55,Send offer,,
435975850773,2025-03-29 19:07:55,Guest request,,
435975850773,2025-03-30 05:07:55,Standard prices,71,standard
435975850773,2025-03-30 15:07:55,Send offer,,
436826807067,2025-03-31 01:07:55,Guest request,,
436826807067,2025-03-31 11:07:55,Standard prices,76,standard
436826807067,2025-03-31 21:07:55,Send offer,,
437738003676,2025-04-01 07:07:55,Guest request,,
437738003676,2025-04-01 17:07:55,Standard prices,84,standard
437738003676,2025-04-02 03:07:55,Send offer,,
438117280359,2025-04-02 13:07:55,Guest request,,
438117280359,2025-04-02 23:07:55,Standard prices,23,standard
438117280359,2025-04-03 09:07:55,Send offer,,
438203161767,2025-04-03 19:07:55,Guest request,,
438203161767,2025-04-04 05:07:55,Standard prices,64,standard
438203161767,2025-04-04 15:07:55,Send offer,,
439150076834,2025-04-05 01:07:55,Guest request,,
439150076834,2025-04-05 11:07:55,Premium prices,91,premium
439150076834,2025-04-05 21:07:55,Send offer,,
439298078535,2025-04-06 07:07:55,Guest request,,
439298078535,2025-04-06 17:07:55,Standard prices,57,standard
439298078535,2025-04-07 03:07:55,Send offer,,
439364007211,2025-04-07 13:07:55,Guest request,,
439364007211,2025-04-07 23:07:55,Standard prices,75,standard
439364007211,2025-04-08 09:07:55,Send offer,,
439624983368,2025-04-08 19:07:55,Guest request,,
439624983368,2025-04-09 05:07:55,Standard prices,10,standard
439624983368,2025-04-09 15:07:55,Send offer,,
439684629620,2025-04-10 01:07:55,Guest request,,
439684629620,2025-04-10 11:07:55,Standard prices,21,standard
439684629620,2025-04-10 21:07:55,Send offer,,
440483371428,2025-04-11 07:07:55,Guest request,,
440483371428,2025-04-11 17:07:55,Standard prices,18,standard
440483371428,2025-04-12 03:07:55,Send offer,,
441270604299,2025-04-12 13:07:55,Guest request,,
441270604299,2025-04-12 23:07:55,Standard prices,18,standard
441270604299,2025-04-13 09:07:55,Send offer,,
441509573874,2025-04-13 19:07:55,Guest request,,
441509573874,2025-04-14 05:07:55,Standard prices,68,standard
441509573874,2025-04-14 15:07:55,Send offer,,
442459291156,2025-04-15 01:07:55,Guest request,,
442459291156,2025-04-15 11:07:55,Premium prices,92,premium
442459291156,2025-04-15 21:07:55,Send offer,,
443175571399,2025-04-16 07:07:55,Guest request,,
443175571399,2025-04-16 17:07:55,Standard prices,64,standard
443175571399,2025-04-17 03:07:55,Send offer,,
443561853693,2025-04-17 13:07:55,Guest request,,
443561853693,2025-04-17 23:07:55,Standard prices,28,standard
443561853693,2025-04-18 09:07:55,Send offer,,
443945277065,2025-04-18 19:07:55,Guest request,,
443945277065,2025-04-19 05:07:55,Standard prices,55,standard
443945277065,2025-04-19 15:07:55,Send offer,,
444274028531,2025-04-20 01:07:55,Guest request,,
444274028531,2025-04-20 11:07:55,Standard prices,12,standard
444274028531,2025-04-20 21:07:55,Send offer,,
444431619260,2025-04-21 07:07:55,Guest request,,
444431619260,2025-04-21 17:07:55,Standard prices,16,standard
444431619260,2025-04-22 03:07:55,Send offer,,
445400099295,2025-04-22 13:07:55,Guest request,,
445400099295,2025-04-22 23:07:55,Standard prices,67,standard
445400099295,2025-04-23 09:07:55,Send offer,,
446174224827,2025-04-23 19:07:55,Guest request,,
446174224827,2025-04-24 05:07:55,Standard prices,35,standard
446174224827,2025-04-24 15:07:55,Send offer,,
446918309430,2025-04-25 01:07:55,Guest request,,
446918309430,2025-04-25 11:07:55,Standard prices,84,standard
446918309430,2025-04-25 21:07:55,Send offer,,
446954940847,2025-04-26 07:07:55,Guest request,,
446954940847,2025-04-26 17:07:55,Standard prices,75,standard
446954940847,2025-04-27 03:07:55,Send offer,,
447691087712,2025-04-27 13:07:55,Guest request,,
447691087712,2025-04-27 23:07:55,Standard prices,37,standard
447691087712,2025-04-28 09:07:55,Send offer,,
448106291879,2025-04-28 19:07:55,Guest request,,
448106291879,2025-04-29 05:07:55,Standard prices,15,standard
448106291879,2025-04-29 15:07:55,Send offer,,
448317555887,2025-04-30 01:07:55,Guest request,,
448317555887,2025-04-30 11:07:55,Premium prices,92,premium
448317555887,2025-04-30 21:07:55,Send offer,,
448726834339,2025-05-01 07:07:55,Guest request,,
448726834339,2025-05-01 17:07:55,Premium prices,98,premium
448726834339,2025-05-02 03:07:55,Send offer,,
449203375001,2025-05-02 13:07:55,Guest request,,
449203375001,2025-05-02 23:07:55,Standard prices,22,standard
449203375001,2025-05-03 09:07:55,Send offer,,
449520631013,2025-05-03 19:07:55,Guest request,,
449520631013,2025-05-04 05:07:55,Standard prices,22,standard
449520631013,2025-05-04 15:07:55,Send offer,,
449802490371,2025-05-05 01:07:55,Guest request,,
449802490371,2025-05-05 11:07:55,Standard prices,79,standard
449802490371,2025-05-05 21:07:55,Send offer,,
450461273419,2025-05-06 07:07:55,Guest request,,
450461273419,2025-05-06 17:07:55,Standard prices,48,standard
450461273419,2025-05-07 03:07:55,Send offer,,
451215322631,2025-05-07 13:07:55,Guest request,,
451215322631,2025-05-07 23:07:55,Standard prices,84,standard
451215322631,2025-05-08 09:07:55,Send offer,,
451871460398,2025-05-08 19:07:55,Guest request,,
451871460398,2025-05-09 05:07:55,Standard prices,23,standard
451871460398,2025-05-09 15:07:55,Send offer,,
452296385705,2025-05-10 01:07:55,Guest request,,
452296385705,2025-05-10 11:07:55,Standard prices,67,standard
452296385705,2025-05-10 21:07:55,Send offer,,
453192907738,2025-05-11 07:07:55,Guest request,,
453192907738,2025-05-11 17:07:55,Standard prices,88,standard
453192907738,2025-05-12 03:07:55,Send offer,,
453866644484,2025-05-12 13:07:55,Guest request,,
453866644484,2025-05-12 23:07:55,Standard prices,22,standard
453866644484,2025-05-13 09:07:55,Send offer,,
454156749973,2025-05-13 19:07:55,Guest request,,
454156749973,2025-05-14 05:07:55,Premium prices,92,premium
454156749973,2025-05-14 15:07:55,Send offer,,
454522342745,2025-05-15 01:07:55,Guest request,,
454522342745,2025-05-15 11:07:55,Standard prices,86,standard
454522342745,2025-05-15 21:07:55,Send offer,,
454893806412,2025-05-16 07:07:55,Guest request,,
454893806412,2025-05-16 17:07:55,Standard prices,12,standard
454893806412,2025-05-17 03:07:55,Send offer,,
455192784157,2025-05-17 13:07:55,Guest request,,
455192784157,2025-05-17 23:07:55,Standard prices,54,standard
455192784157,2025-05-18 09:07:55,Send offer,,
455786815923,2025-05-18 19:07:55,Guest request,,
455786815923,2025-05-19 05:07:55,Standard prices,52,standard
455786815923,2025-05-19 15:07:55,Send offer,,
456118337094,2025-05-20 01:07:55,Guest request,,
456118337094,2025-05-20 11:07:55,Standard prices,11,standard
456118337094,2025-05-20 21:07:55,Send offer,,
456610199593,2025-05-21 07:07:55,Guest request,,
456610199593,2025-05-21 17:07:55,Standard prices,15,standard
456610199593,2025-05-22 03:07:55,Send offer,,
457086291481,2025-05-22 13:07:55,Guest request,,
457086291481,2025-05-22 23:07:55,Standard prices,41,standard
457086291481,2025-05-23 09:07:55,Send offer,,
457256567979,2025-05-23 19:07:55,Guest request,,
457256567979,2025-05-24 05:07:55,Standard prices,41,standard
457256567979,2025-05-24 15:07:55,Send offer,,
457515663753,2025-05-25 01:07:55,Guest request,,
457515663753,2025-05-25 11:07:55,Standard prices,35,standard
457515663753,2025-05-25 21:07:55,Send offer,,
457956424468,2025-05-26 07:07:55,Guest request,,
457956424468,2025-05-26 17:07:55,Standard prices,21,standard
457956424468,2025-05-27 03:07:55,Send offer,,
458566834314,2025-05-27 13:07:55,Guest request,,
458566834314,2025-05-27 23:07:55,Standard prices,14,standard
458566834314,2025-05-28 09:07:55,Send offer,,
458741714826,2025-05-28 19:07:55,Guest request,,
458741714826,2025-05-29 05:07:55,Premium prices,97,premium
458741714826,2025-05-29 15:07:55,Send offer,,
459099549935,2025-05-30 01:07:55,Guest request,,
459099549935,2025-05-30 11:07:55,Standard prices,74,standard
459099549935,2025-05-30 21:07:55,Send offer,,
459121930285,2025-05-31 07:07:55,Guest request,,
459121930285,2025-05-31 17:07:55,Standard prices,51,standard
459121930285,2025-06-01 03:07:55,Send offer,,
460117766039,2025-06-01 13:07:55,Guest request,,
460117766039,2025-06-01 23:07:55,Standard prices,38,standard
460117766039,2025-06-02 09:07:55,Send offer,,
460563999919,2025-06-02 19:07:55,Guest request,,
460563999919,2025-06-03 05:07:55,Premium prices,100,premium
460563999919,2025-06-03 15:07:55,Send offer,,
460833126762,2025-06-04 01:07:55,Guest request,,
460833126762,2025-06-04 11:07:55,Standard prices,11,standard
460833126762,2025-06-04 21:07:55,Send offer,,
461189181780,2025-06-05 07:07:55,Guest request,,
461189181780,2025-06-05 17:07:55,Standard prices,23,standard
461189181780,2025-06-06 03:07:55,Send offer,,
461838398920,2025-06-06 13:07:55,Guest request,,
461838398920,2025-06-06 23:07:55,Standard prices,86,standard
461838398920,2025-06-07 09:07:55,Send offer,,
461942920160,2025-06-07 19:07:55,Guest request,,
461942920160,2025-06-08 05:07:55,Standard prices,43,standard
461942920160,2025-06-08 15:07:55,Send offer,,
462345800886,2025-06-09 01:07:55,Guest request,,
462345800886,2025-06-09 11:07:55,Standard prices,47,standard
462345800886,2025-06-09 21:07:55,Send offer,,
462372527249,2025-06-10 07:07:55,Guest request,,
462372527249,2025-06-10 17:07:55,Standard prices,59,standard
462372527249,2025-06-11 03:07:55,Send offer,,
462483237787,2025-06-11 13:07:55,Guest request,,
462483237787,2025-06-11 23:07:55,Standard prices,40,standard
462483237787,2025-06-12 09:07:55,Send offer,,
462501929845,2025-06-12 19:07:55,Guest request,,
462501929845,2025-06-13 05:07:55,Standard prices,56,standard
462501929845,2025-06-13 15:07:55,Send offer,,
463432606428,2025-06-14 01:07:55,Guest request,,
463432606428,2025-06-14 11:07:55,Premium prices,94,premium
463432606428,2025-06-14 21:07:55,Send offer,,
463442105712,2025-06-15 07:07:55,Guest request,,
463442105712,2025-06-15 17:07:55,Standard prices,44,standard
463442105712,2025-06-16 03:07:55,Send offer,,
463775340842,2025-06-16 13:07:55,Guest request,,
463775340842,2025-06-16 23:07:55,Standard prices,47,standard
463775340842,2025-06-17 09:07:55,Send offer,,
464052568210,2025-06-17 19:07:55,Guest request,,
464052568210,2025-06-18 05:07:55,Standard prices,76,standard
464052568210,2025-06-18 15:07:55,Send offer,,
464789538692,2025-06-19 01:07:55,Guest request,,
464789538692,2025-06-19 11:07:55,Standard prices,16,standard
464789538692,2025-06-19 21:07:55,Send offer,,
465778945350,2025-06-20 07:07:55,Guest request,,
465778945350,2025-06-20 17:07:55,Standard prices,26,standard
465778945350,2025-06-21 03:07:55,Send offer,,
466028681537,2025-06-21 13:07:55,Guest request,,
466028681537,2025-06-21 23:07:55,Standard prices,24,standard
466028681537,2025-06-22 09:07:55,Send offer,,
466745666656,2025-06-22 19:07:55,Guest request,,
466745666656,2025-06-23 05:07:55,Standard prices,34,standard
466745666656,2025-06-23 15:07:55,Send offer,,
466750906120,2025-06-24 01:07:55,Guest request,,
466750906120,2025-06-24 11:07:55,Standard prices,81,standard
466750906120,2025-06-24 21:07:55,Send offer,,
467538573937,2025-06-25 07:07:55,Guest request,,
467538573937,2025-06-25 17:07:55,Premium prices,96,premium
467538573937,2025-06-26 03:07:55,Send offer,,
467781261858,2025-06-26 13:07:55,Guest request,,
467781261858,2025-06-26 23:07:55,Standard prices,31,standard
467781261858,2025-06-27 09:07:55,Send offer,,
467813349756,2025-06-27 19:07:55,Guest request,,
467813349756,2025-06-28 05:07:55,Premium prices,99,premium
467813349756,2025-06-28 15:07:55,Send offer,,
467950666289,2025-06-29 01:07:55,Guest request,,
467950666289,2025-06-29 11:07:55,Premium prices,97,premium
467950666289,2025-06-29 21:07:55,Send offer,,
468056657905,2025-06-30 07:07:55,Guest request,,
468056657905,2025-06-30 17:07:55,Standard prices,27,standard
468056657905,2025-07-01 03:07:55,Send offer,,
468769530468,2025-07-01 13:07:55,Guest request,,
468769530468,2025-07-01 23:07:55,Standard prices,47,standard
468769530468,2025-07-02 09:07:55,Send offer,,
468987143162,2025-07-02 19:07:55,Guest request,,
468987143162,2025-07-03 05:07:55,Standard prices,20,standard
468987143162,2025-07-03 15:07:55,Send offer,,
469729846083,2025-07-04 01:07:55,Guest request,,
469729846083,2025-07-04 11:07:55,Standard prices,87,standard
469729846083,2025-07-04 21:07:55,Send offer,,
469746497946,2025-07-05 07:07:55,Guest request,,
469746497946,2025-07-05 17:07:55,Standard prices,20,standard
469746497946,2025-07-06 03:07:55,Send offer,,
470695306857,2025-07-06 13:07:55,Guest request,,
470695306857,2025-07-06 23:07:55,Standard prices,40,standard
470695306857,2025-07-07 09:07:55,Send offer,,
470828045925,2025-07-07 19:07:55,Guest request,,
470828045925,2025-07-08 05:07:55,Standard prices,77,standard
470828045925,2025-07-08 15:07:55,Send offer,,
471723305060,2025-07-09 01:07:55,Guest request,,
471723305060,2025-07-09 11:07:55,Standard prices,51,standard
471723305060,2025-07-09 21:07:55,Send offer,,
472214100341,2025-07-10 07:07:55,Guest request,,
472214100341,2025-07-10 17:07:55,Premium prices,98,premium
472214100341,2025-07-11 03:07:55,Send offer,,
472607782070,2025-07-11 13:07:55,Guest request,,
472607782070,2025-07-11 23:07:55,Premium prices,96,premium
472607782070,2025-07-12 09:07:55,Send offer,,
473165719467,2025-07-12 19:07:55,Guest request,,
473165719467,2025-07-13 05:07:55,Standard prices,38,standard
473165719467,2025-07-13 15:07:55,Send offer,,
473267574767,2025-07-14 01:07:55,Guest request,,
473267574767,2025-07-14 11:07:55,Standard prices,77,standard
473267574767,2025-07-14 21:07:55,Send offer,,
474051514005,2025-07-15 07:07:55,Guest request,,
474051514005,2025-07-15 17:07:55,Standard prices,12,standard
474051514005,2025-07-16 03:07:55,Send offer,,
474927477601,2025-07-16 13:07:55,Guest request,,
474927477601,2025-07-16 23:07:55,Standard prices,24,standard
474927477601,2025-07-17 09:07:55,Send offer,,
475017428196,2025-07-17 19:07:55,Guest request,,
475017428196,2025-07-18 05:07:55,Standard prices,79,standard
475017428196,2025-07-18 15:07:55,Send offer,,
475859429826,2025-07-19 01:07:55,Guest request,,
475859429826,2025-07-19 11:07:55,Premium prices,97,premium
475859429826,2025-07-19 21:07:55,Send offer,,
476609724488,2025-07-20 07:07:55,Guest request,,
476609724488,2025-07-20 17:07:55,Standard prices,89,standard
476609724488,2025-07-21 03:07:55,Send offer,,
477044749712,2025-07-21 13:07:55,Guest request,,
477044749712,2025-07-21 23:07:55,Standard prices,71,standard
477044749712,2025-07-22 09:07:55,Send offer,,
477155325860,2025-07-22 19:07:55,Guest request,,
477155325860,2025-07-23 05:07:55,Standard prices,51,standard
477155325860,2025-07-23 15:07:55,Send offer,,
478034462675,2025-07-24 01:07:55,Guest request,,
478034462675,2025-07-24 11:07:55,Standard prices,30,standard
478034462675,2025-07-24 21:07:55,Send offer,,
478181533881,2025-07-25 07:07:55,Guest request,,
478181533881,2025-07-25 17:07:55,Standard prices,87,standard
478181533881,2025-07-26 03:07:55,Send offer,,
478727257412,2025-07-26 13:07:55,Guest request,,
478727257412,2025-07-26 23:07:55,Standard prices,36,standard
478727257412,2025-07-27 09:07:55,Send offer,,
478867157042,2025-07-27 19:07:55,Guest request,,
478867157042,2025-07-28 05:07:55,Premium prices,95,premium
478867157042,2025-07-28 15:07:55,Send offer,,
479662257871,2025-07-29 01:07:55,Guest request,,
479662257871,2025-07-29 11:07:55,Standard prices,38,standard
479662257871,2025-07-29 21:07:55,Send offer,,
480074667148,2025-07-30 07:07:55,Guest request,,
480074667148,2025-07-30 17:07:55,Standard prices,32,standard
480074667148,2025-07-31 03:07:55,Send offer,,
480983927763,2025-07-31 13:07:55,Guest request,,
480983927763,2025-07-31 23:07:55,Standard prices,90,standard
480983927763,2025-08-01 09:07:55,Send offer,,
481363469829,2025-08-01 19:07:55,Guest request,,
481363469829,2025-08-02 05:07:55,Standard prices,49,standard
481363469829,2025-08-02 15:07:55,Send offer,,
482105743558,2025-08-03 01:07:55,Guest request,,
482105743558,2025-08-03 11:07:55,Standard prices,76,standard
482105743558,2025-08-03 21:07:55,Send offer,,
482747962989,2025-08-04 07:07:55,Guest request,,
482747962989,2025-08-04 17:07:55,Standard prices,32,standard
482747962989,2025-08-05 03:07:55,Send offer,,
482851802058,2025-08-05 13:07:55,Guest request,,
482851802058,2025-08-05 23:07:55,Standard prices,73,standard
482851802058,2025-08-06 09:07:55,Send offer,,
483069876782,2025-08-06 19:07:55,Guest request,,
483069876782,2025-08-07 05:07:55,Standard prices,23,standard
483069876782,2025-08-07 15:07:55,Send offer,,
483465645658,2025-08-08 01:07:55,Guest request,,
483465645658,2025-08-08 11:07:55,Standard prices,86,standard
483465645658,2025-08-08 21:07:55,Send offer,,
484380942695,2025-08-09 07:07:55,Guest request,,
484380942695,2025-08-09 17:07:55,Standard prices,47,standard
484380942695,2025-08-10 03:07:55,Send offer,,
485379933090,2025-08-10 13:07:55,Guest request,,
485379933090,2025-08-10 23:07:55,Standard prices,49,standard
485379933090,2025-08-11 09:07:55,Send offer,,
486165687722,2025-08-11 19:07:55,Guest request,,
486165687722,2025-08-12 05:07:55,Standard prices,81,standard
486165687722,2025-08-12 15:07:55,Send offer,,
486354859163,2025-08-13 01:07:55,Guest request,,
486354859163,2025-08-13 11:07:55,Standard prices,49,standard
486354859163,2025-08-13 21:07:55,Send offer,,
487041134863,2025-08-14 07:07:55,Guest request,,
487041134863,2025-08-14 17:07:55,Standard prices,40,standard
487041134863,2025-08-15 03:07:55,Send offer,,
487479179382,2025-08-15 13:07:55,Guest request,,
487479179382,2025-08-15 23:07:55,Premium prices,95,premium
487479179382,2025-08-16 09:07:55,Send offer,,
487931610267,2025-08-16 19:07:55,Guest request,,
487931610267,2025-08-17 05:07:55,Standard prices,11,standard
487931610267,2025-08-17 15:07:55,Send offer,,
488564708796,2025-08-18 01:07:55,Guest request,,
488564708796,2025-08-18 11:07:55,Standard prices,15,standard
488564708796,2025-08-18 21:07:55,Send offer,,
489181526773,2025-08-19 07:07:55,Guest request,,
489181526773,2025-08-19 17:07:55,Standard prices,84,standard
489181526773,2025-08-20 03:07:55,Send offer,,
490178862386,2025-08-20 13:07:55,Guest request,,
490178862386,2025-08-20 23:07:55,Standard prices,76,standard
490178862386,2025-08-21 09:07:55,Send offer,,
490493576047,2025-08-21 19:07:55,Guest request,,
490493576047,2025-08-22 05:07:55,Standard prices,80,standard
490493576047,2025-08-22 15:07:55,Send offer,,
491256783510,2025-08-23 01:07:55,Guest request,,
491256783510,2025-08-23 11:07:55,Standard prices,59,standard
491256783510,2025-08-23 21:07:55,Send offer,,
491984682882,2025-08-24 07:07:55,Guest request,,
491984682882,2025-08-24 17:07:55,Standard prices,88,standard
491984682882,2025-08-25 03:07:55,Send offer,,
492810963514,2025-08-25 13:07:55,Guest request,,
492810963514,2025-08-25 23:07:55,Standard prices,76,standard
492810963514,2025-08-26 09:07:55,Send offer,,
493182756651,2025-08-26 19:07:55,Guest request,,
493182756651,2025-08-27 05:07:55,Standard prices,14,standard
493182756651,2025-08-27 15:07:55,Send offer,,
493301777182,2025-08-28 01:07:55,Guest request,,
493301777182,2025-08-28 11:07:55,Standard prices,45,standard
493301777182,2025-08-28 21:07:55,Send offer,,
493569719002,2025-08-29 07:07:55,Guest request,,
493569719002,2025-08-29 17:07:55,Standard prices,63,standard
493569719002,2025-08-30 03:07:55,Send offer,,
493570447012,2025-08-30 13:07:55,Guest request,,
493570447012,2025-08-30 23:07:55,Standard prices,74,standard
493570447012,2025-08-31 09:07:55,Send offer,,
493700154009,2025-08-31 19:07:55,Guest request,,
493700154009,2025-09-01 05:07:55,Premium prices,94,premium
493700154009,2025-09-01 15:07:55,Send offer,,
494010482599,2025-09-02 01:07:55,Guest request,,
494010482599,2025-09-02 11:07:55,Standard prices,90,standard
494010482599,2025-09-02 21:07:55,Send offer,,
494456770686,2025-09-03 07:07:55,Guest request,,
494456770686,2025-09-03 17:07:55,Standard prices,71,standard
494456770686,2025-09-04 03:07:55,Send offer,,
495052670260,2025-09-04 13:07:55,Guest request,,
495052670260,2025-09-04 23:07:55,Standard prices,24,standard
495052670260,2025-09-05 09:07:55,Send offer,,
495811433255,2025-09-05 19:07:55,Guest request,,
495811433255,2025-09-06 05:07:55,Standard prices,17,standard
495811433255,2025-09-06 15:07:55,Send offer,,
496310601482,2025-09-07 01:07:55,Guest request,,
496310601482,2025-09-07 11:07:55,Standard prices,29,standard
496310601482,2025-09-07 21:07:55,Send offer,,
496369570529,2025-09-08 07:07:55,Guest request,,
496369570529,2025-09-08 17:07:55,Standard prices,52,standard
496369570529,2025-09-09 03:07:55,Send offer,,
497060844459,2025-09-09 13:07:55,Guest request,,
497060844459,2025-09-09 23:07:55,Premium prices,93,premium
497060844459,2025-09-10 09:07:55,Send offer,,
497707517935,2025-09-10 19:07:55,Guest request,,
497707517935,2025-09-11 05:07:55,Standard prices,72,standard
497707517935,2025-09-11 15:07:55,Send offer,,
498603150328,2025-09-12 01:07:55,Guest request,,
498603150328,2025-09-12 11:07:55,Standard prices,66,standard
498603150328,2025-09-12 21:07:55,Send offer,,
499123315384,2025-09-13 07:07:55,Guest request,,
499123315384,2025-09-13 17:07:55,Standard prices,65,standard
499123315384,2025-09-14 03:07:55,Send offer,,
499395067582,2025-09-14 13:07:55,Guest request,,
499395067582,2025-09-14 23:07:55,Standard prices,51,standard
499395067582,2025-09-15 09:07:55,Send offer,,
499894641751,2025-09-15 19:07:55,Guest request,,
499894641751,2025-09-16 05:07:55,Standard prices,38,standard
499894641751,2025-09-16 15:07:55,Send offer,,
