uuid,timestamp,event,age,amount_loan,yearly_income,random_number,check
2155,2022-02-19 18:33:50,Check application data,38,74889,154384,106032,
2155,2022-02-19 20:33:50,Normal Check,,,,,Normal Check
2155,2022-02-19 22:33:50,Make Decision,,,,,
2155,2022-02-20 00:33:50,Inform Customer,,,,,
2156,2022-02-24 18:45:36,Customer applies,,,,,
2156,2022-02-24 20:45:36,Check application data,27,73927,618951,412050,
2156,2022-02-24 22:45:36,Normal Check,,,,,Normal Check
2156,2022-02-25 00:45:36,Make Decision,,,,,
2156,2022-02-25 02:45:36,Inform Customer,,,,,
2157,2022-02-15 10:16:33,Customer applies,,,,,
2157,2022-02-15 12:16:33,Check application data,52,81060,564707,186292,
2157,2022-02-15 14:16:33,Extensive Check,,,,,Extensive Check
2157,2022-02-15 16:16:33,Make Decision,,,,,
2157,2022-02-15 18:16:33,Inform Customer,,,,,
2158,2022-02-21 12:20:37,Customer applies,,,,,
2158,2022-02-21 14:20:37,Check application data,42,99486,21579,598519,
2158,2022-02-21 16:20:37,Extensive Check,,,,,Extensive Check
2158,2022-02-21 18:20:37,Make Decision,,,,,
2158,2022-02-21 20:20:37,Inform Customer,,,,,
2159,2022-02-17 14:58:03,Customer applies,,,,,
2159,2022-02-17 16:58:03,Check application data,60,75257,205949,121358,
2159,2022-02-17 18:58:03,Normal Check,,,,,Normal Check
2159,2022-02-17 20:58:03,Make Decision,,,,,
2159,2022-02-17 22:58:03,Inform Customer,,,,,
2160,2022-02-15 17:37:30,Customer applies,,,,,
2160,2022-02-15 19:37:30,Check application data,31,69049,338226,881799,
2160,2022-02-15 21:37:30,Normal Check,,,,,Normal Check
2160,2022-02-15 23:37:30,Make Decision,,,,,
2160,2022-02-16 01:37:30,Inform Customer,,,,,
2161,2022-02-24 09:10:02,Customer applies,,,,,
2161,2022-02-24 11:10:02,Check application data,29,19433,364212,1284954,
2161,2022-02-24 13:10:02,Simple Check,,,,,Simple Check
2161,2022-02-24 15:10:02,Make Decision,,,,,
2161,2022-02-24 17:10:02,Inform Customer,,,,,
2162,2022-02-25 13:12:03,Customer applies,,,,,
2162,2022-02-25 15:12:03,Check application data,60,98298,262554,1366518,
2162,2022-02-25 17:12:03,Extensive Check,,,,,Extensive Check
2162,2022-02-25 19:12:03,Make Decision,,,,,
2162,2022-02-25 21:12:03,Inform Customer,,,,,
2163,2022-02-22 12:27:00,Customer applies,,,,,
2163,2022-02-22 14:27:00,Check application data,40,9085,597361,1870792,
2163,2022-02-22 16:27:00,Simple Check,,,,,Simple Check
2163,2022-02-22 18:27:00,Make Decision,,,,,
2163,2022-02-22 20:27:00,Inform Customer,,,,,
2164,2022-02-15 17:13:12,Customer applies,,,,,
2164,2022-02-15 19:13:12,Check application data,51,84099,636182,1112777,
2164,2022-02-15 21:13:12,Extensive Check,,,,,Extensive Check
2164,2022-02-15 23:13:12,Make Decision,,,,,
2164,2022-02-16 01:13:12,Inform Customer,,,,,
2165,2022-02-14 11:32:29,Customer applies,,,,,
2165,2022-02-14 13:32:29,Check application data,44,81696,845557,871393,
2165,2022-02-14 15:32:29,Extensive Check,,,,,Extensive Check
2165,2022-02-14 17:32:29,Make Decision,,,,,
2165,2022-02-14 19:32:29,Inform Customer,,,,,
2166,2022-02-17 18:53:34,Customer applies,,,,,
2166,2022-02-17 20:53:34,Check application data,59,89683,293650,1598507,
2166,2022-02-17 22:53:34,Extensive Check,,,,,Extensive Check
2166,2022-02-18 00:53:34,Make Decision,,,,,
2166,2022-02-18 02:53:34,Inform Customer,,,,,
2167,2022-02-20 13:43:03,Customer applies,,,,,
2167,2022-02-20 15:43:03,Check application data,51,64410,373546,1006564,
2167,2022-02-20 17:43:03,Normal Check,,,,,Normal Check
2167,2022-02-20 19:43:03,Make Decision,,,,,
2167,2022-02-20 21:43:03,Inform Customer,,,,,
2168,2022-02-28 12:58:45,Customer applies,,,,,
2168,2022-02-28 14:58:45,Check application data,35,16632,408328,465624,
2168,2022-02-28 16:58:45,Simple Check,,,,,Simple Check
2168,2022-02-28 18:58:45,Make Decision,,,,,
2168,2022-02-28 20:58:45,Inform Customer,,,,,
2169,2022-02-21 12:50:21,Customer applies,,,,,
2169,2022-02-21 14:50:21,Check application data,48,70303,640156,1112419,
2169,2022-02-21 16:50:21,Normal Check,,,,,Normal Check
2169,2022-02-21 18:50:21,Make Decision,,,,,
2169,2022-02-21 20:50:21,Inform Customer,,,,,
2170,2022-02-16 15:13:40,Customer applies,,,,,
2170,2022-02-16 17:13:40,Check application data,25,19734,111863,969412,
2170,2022-02-16 19:13:40,Simple Check,,,,,Simple Check
2170,2022-02-16 21:13:40,Make Decision,,,,,
2170,2022-02-16 23:13:40,Inform Customer,,,,,
2171,2022-02-20 10:41:09,Customer applies,,,,,
2171,2022-02-20 12:41:09,Check application data,54,38963,829408,594035,
2171,2022-02-20 14:41:09,Normal Check,,,,,Normal Check
2171,2022-02-20 16:41:09,Make Decision,,,,,
2171,2022-02-20 18:41:09,Inform Customer,,,,,
2172,2022-02-19 15:46:19,Customer applies,,,,,
2172,2022-02-19 17:46:19,Check application data,34,73000,299359,699494,
2172,2022-02-19 19:46:19,Normal Check,,,,,Normal Check
2172,2022-02-19 21:46:19,Make Decision,,,,,
2172,2022-02-19 23:46:19,Inform Customer,,,,,
2173,2022-02-24 08:07:04,Customer applies,,,,,
2173,2022-02-24 10:07:04,Check application data,27,54120,469146,812936,
2173,2022-02-24 12:07:04,Normal Check,,,,,Normal Check
2173,2022-02-24 14:07:04,Make Decision,,,,,
2173,2022-02-24 16:07:04,Inform Customer,,,,,
2174,2022-02-20 11:37:19,Customer applies,,,,,
2174,2022-02-20 13:37:19,Check application data,38,699,740462,514576,
2174,2022-02-20 15:37:19,Simple Check,,,,,Simple Check
2174,2022-02-20 17:37:19,Make Decision,,,,,
2174,2022-02-20 19:37:19,Inform Customer,,,,,
2175,2022-02-23 15:11:08,Customer applies,,,,,
2175,2022-02-23 17:11:08,Check application data,39,86082,402074,1717624,
2175,2022-02-23 19:11:08,Extensive Check,,,,,Extensive Check
2175,2022-02-23 21:11:08,Make Decision,,,,,
2175,2022-02-23 23:11:08,Inform Customer,,,,,
2176,2022-02-28 14:00:57,Customer applies,,,,,
2176,2022-02-28 16:00:57,Check application data,53,81381,473159,10436,
2176,2022-02-28 18:00:57,Extensive Check,,,,,Extensive Check
2176,2022-02-28 20:00:57,Make Decision,,,,,
2176,2022-02-28 22:00:57,Inform Customer,,,,,
2177,2022-03-02 13:39:37,Customer applies,,,,,
2177,2022-03-02 15:39:37,Check application data,46,15315,295363,833886,
2177,2022-03-02 17:39:37,Simple Check,,,,,Simple Check
2177,2022-03-02 19:39:37,Make Decision,,,,,
2177,2022-03-02 21:39:37,Inform Customer,,,,,
2178,2022-02-22 10:22:28,Customer applies,,,,,
2178,2022-02-22 12:22:28,Check application data,46,10130,217334,342767,
2178,2022-02-22 14:22:28,Simple Check,,,,,Simple Check
2178,2022-02-22 16:22:28,Make Decision,,,,,
2178,2022-02-22 18:22:28,Inform Customer,,,,,
2179,2022-02-14 18:55:29,Customer applies,,,,,
2179,2022-02-14 20:55:29,Check application data,43,8862,486722,1430716,
2179,2022-02-14 22:55:29,Simple Check,,,,,Simple Check
2179,2022-02-15 00:55:29,Make Decision,,,,,
2179,2022-02-15 02:55:29,Inform Customer,,,,,
2180,2022-02-17 14:38:58,Customer applies,,,,,
2180,2022-02-17 16:38:58,Check application data,59,40216,588659,1160857,
2180,2022-02-17 18:38:58,Normal Check,,,,,Normal Check
2180,2022-02-17 20:38:58,Make Decision,,,,,
2180,2022-02-17 22:38:58,Inform Customer,,,,,
2181,2022-03-05 15:17:51,Customer applies,,,,,
2181,2022-03-05 17:17:51,Check application data,50,64018,818182,1424879,
2181,2022-03-05 19:17:51,Normal Check,,,,,Normal Check
2181,2022-03-05 21:17:51,Make Decision,,,,,
2181,2022-03-05 23:17:51,Inform Customer,,,,,
2182,2022-03-03 09:02:52,Customer applies,,,,,
2182,2022-03-03 11:02:52,Check application data,50,3989,45436,1347699,
2182,2022-03-03 13:02:52,Simple Check,,,,,Simple Check
2182,2022-03-03 15:02:52,Make Decision,,,,,
2182,2022-03-03 17:02:52,Inform Customer,,,,,
2183,2022-03-04 12:21:49,Customer applies,,,,,
2183,2022-03-04 14:21:49,Check application data,44,5743,88219,1750955,
2183,2022-03-04 16:21:49,Simple Check,,,,,Simple Check
2183,2022-03-04 18:21:49,Make Decision,,,,,
2183,2022-03-04 20:21:49,Inform Customer,,,,,
2184,2022-02-21 08:14:40,Customer applies,,,,,
2184,2022-02-21 10:14:40,Check application data,58,22988,261861,760732,
2184,2022-02-21 12:14:40,Normal Check,,,,,Normal Check
2184,2022-02-21 14:14:40,Make Decision,,,,,
2184,2022-02-21 16:14:40,Inform Customer,,,,,
2185,2022-03-01 15:30:36,Customer applies,,,,,
2185,2022-03-01 17:30:36,Check application data,25,65968,66001,394756,
2185,2022-03-01 19:30:36,Normal Check,,,,,Normal Check
2185,2022-03-01 21:30:36,Make Decision,,,,,
2185,2022-03-01 23:30:36,Inform Customer,,,,,
2186,2022-02-19 13:52:09,Customer applies,,,,,
2186,2022-02-19 15:52:09,Check application data,56,12656,272167,1315984,
2186,2022-02-19 17:52:09,Simple Check,,,,,Simple Check
2186,2022-02-19 19:52:09,Make Decision,,,,,
2186,2022-02-19 21:52:09,Inform Customer,,,,,
2187,2022-02-16 14:26:40,Customer applies,,,,,
2187,2022-02-16 16:26:40,Check application data,55,89752,603535,828966,
2187,2022-02-16 18:26:40,Extensive Check,,,,,Extensive Check
2187,2022-02-16 20:26:40,Make Decision,,,,,
2187,2022-02-16 22:26:40,Inform Customer,,,,,
2188,2022-03-04 13:59:24,Customer applies,,,,,
2188,2022-03-04 15:59:24,Check application data,27,47953,577192,601371,
2188,2022-03-04 17:59:24,Normal Check,,,,,Normal Check
2188,2022-03-04 19:59:24,Make Decision,,,,,
2188,2022-03-04 21:59:24,Inform Customer,,,,,
2189,2022-02-17 14:10:42,Customer applies,,,,,
2189,2022-02-17 16:10:42,Check application data,36,76524,670435,1301421,
2189,2022-02-17 18:10:42,Normal Check,,,,,Normal Check
2189,2022-02-17 20:10:42,Make Decision,,,,,
2189,2022-02-17 22:10:42,Inform Customer,,,,,
2190,2022-03-01 16:46:55,Customer applies,,,,,
2190,2022-03-01 18:46:55,Check application data,45,41396,692167,1516405,
2190,2022-03-01 20:46:55,Normal Check,,,,,Normal Check
2190,2022-03-01 22:46:55,Make Decision,,,,,
2190,2022-03-02 00:46:55,Inform Customer,,,,,
2191,2022-02-22 17:15:38,Customer applies,,,,,
2191,2022-02-22 19:15:38,Check application data,33,11540,846077,652911,
2191,2022-02-22 21:15:38,Simple Check,,,,,Simple Check
2191,2022-02-22 23:15:38,Make Decision,,,,,
2191,2022-02-23 01:15:38,Inform Customer,,,,,
2192,2022-02-23 08:00:28,Customer applies,,,,,
2192,2022-02-23 10:00:28,Check application data,47,58532,95719,547062,
2192,2022-02-23 12:00:28,Normal Check,,,,,Normal Check
2192,2022-02-23 14:00:28,Make Decision,,,,,
2192,2022-02-23 16:00:28,Inform Customer,,,,,
2193,2022-03-03 08:55:12,Customer applies,,,,,
2193,2022-03-03 10:55:12,Check application data,41,52029,278617,40589,
2193,2022-03-03 12:55:12,Normal Check,,,,,Normal Check
2193,2022-03-03 14:55:12,Make Decision,,,,,
2193,2022-03-03 16:55:12,Inform Customer,,,,,
2194,2022-02-27 08:00:18,Customer applies,,,,,
2194,2022-02-27 10:00:18,Check application data,58,72873,544429,1479265,
2194,2022-02-27 12:00:18,Normal Check,,,,,Normal Check
2194,2022-02-27 14:00:18,Make Decision,,,,,
2194,2022-02-27 16:00:18,Inform Customer,,,,,
2195,2022-02-18 18:26:04,Customer applies,,,,,
2195,2022-02-18 20:26:04,Check application data,48,29999,249459,453640,
2195,2022-02-18 22:26:04,Normal Check,,,,,Normal Check
2195,2022-02-19 00:26:04,Make Decision,,,,,
2195,2022-02-19 02:26:04,Inform Customer,,,,,
2196,2022-02-15 11:09:35,Customer applies,,,,,
2196,2022-02-15 13:09:35,Check application data,38,80304,915813,1020610,
2196,2022-02-15 15:09:35,Extensive Check,,,,,Extensive Check
2196,2022-02-15 17:09:35,Make Decision,,,,,
2196,2022-02-15 19:09:35,Inform Customer,,,,,
2197,2022-02-25 12:30:07,Customer applies,,,,,
2197,2022-02-25 14:30:07,Check application data,41,49559,784225,965207,
2197,2022-02-25 16:30:07,Normal Check,,,,,Normal Check
2197,2022-02-25 18:30:07,Make Decision,,,,,
2197,2022-02-25 20:30:07,Inform Customer,,,,,
2198,2022-03-03 11:48:15,Customer applies,,,,,
2198,2022-03-03 13:48:15,Check application data,29,77919,217325,4861,
2198,2022-03-03 15:48:15,Normal Check,,,,,Normal Check
2198,2022-03-03 17:48:15,Make Decision,,,,,
2198,2022-03-03 19:48:15,Inform Customer,,,,,
2199,2022-02-17 10:13:43,Customer applies,,,,,
2199,2022-02-17 12:13:43,Check application data,55,45788,157243,1499300,
2199,2022-02-17 14:13:43,Normal Check,,,,,Normal Check
2199,2022-02-17 16:13:43,Make Decision,,,,,
2199,2022-02-17 18:13:43,Inform Customer,,,,,
2200,2022-02-25 12:37:12,Customer applies,,,,,
2200,2022-02-25 14:37:12,Check application data,25,6415,924469,1114597,
2200,2022-02-25 16:37:12,Simple Check,,,,,Simple Check
2200,2022-02-25 18:37:12,Make Decision,,,,,
2200,2022-02-25 20:37:12,Inform Customer,,,,,
2201,2022-03-01 09:40:53,Customer applies,,,,,
2201,2022-03-01 11:40:53,Check application data,47,73394,406148,1106670,
2201,2022-03-01 13:40:53,Normal Check,,,,,Normal Check
2201,2022-03-01 15:40:53,Make Decision,,,,,
2201,2022-03-01 17:40:53,Inform Customer,,,,,
2202,2022-02-18 08:20:40,Customer applies,,,,,
2202,2022-02-18 10:20:40,Check application data,43,11052,524537,810880,
2202,2022-02-18 12:20:40,Simple Check,,,,,Simple Check
2202,2022-02-18 14:20:40,Make Decision,,,,,
2202,2022-02-18 16:20:40,Inform Customer,,,,,
2203,2022-03-03 09:25:59,Customer applies,,,,,
2203,2022-03-03 11:25:59,Check application data,44,13229,618599,712180,
2203,2022-03-03 13:25:59,Simple Check,,,,,Simple Check
2203,2022-03-03 15:25:59,Make Decision,,,,,
2203,2022-03-03 17:25:59,Inform Customer,,,,,
2204,2022-02-15 08:16:02,Customer applies,,,,,
2204,2022-02-15 10:16:02,Check application data,30,41433,884621,1963161,
2204,2022-02-15 12:16:02,Normal Check,,,,,Normal Check
2204,2022-02-15 14:16:02,Make Decision,,,,,
2204,2022-02-15 16:16:02,Inform Customer,,,,,
2205,2022-03-02 11:24:47,Customer applies,,,,,
2205,2022-03-02 13:24:47,Check application data,44,29927,125311,590417,
2205,2022-03-02 15:24:47,Normal Check,,,,,Normal Check
2205,2022-03-02 17:24:47,Make Decision,,,,,
2205,2022-03-02 19:24:47,Inform Customer,,,,,
2206,2022-02-15 14:52:59,Customer applies,,,,,
2206,2022-02-15 16:52:59,Check application data,34,28549,829915,456793,
2206,2022-02-15 18:52:59,Normal Check,,,,,Normal Check
2206,2022-02-15 20:52:59,Make Decision,,,,,
2206,2022-02-15 22:52:59,Inform Customer,,,,,
2207,2022-02-25 08:27:42,Customer applies,,,,,
2207,2022-02-25 10:27:42,Check application data,42,36285,800799,223547,
2207,2022-02-25 12:27:42,Normal Check,,,,,Normal Check
2207,2022-02-25 14:27:42,Make Decision,,,,,
2207,2022-02-25 16:27:42,Inform Customer,,,,,
2208,2022-02-19 18:09:35,Customer applies,,,,,
2208,2022-02-19 20:09:35,Check application data,33,85666,123919,282078,
2208,2022-02-19 22:09:35,Extensive Check,,,,,Extensive Check
2208,2022-02-20 00:09:35,Make Decision,,,,,
2208,2022-02-20 02:09:35,Inform Customer,,,,,
2209,2022-03-01 12:09:58,Customer applies,,,,,
2209,2022-03-01 14:09:58,Check application data,33,95372,706968,1747608,
2209,2022-03-01 16:09:58,Extensive Check,,,,,Extensive Check
2209,2022-03-01 18:09:58,Make Decision,,,,,
2209,2022-03-01 20:09:58,Inform Customer,,,,,
2210,2022-03-05 16:36:49,Customer applies,,,,,
2210,2022-03-05 18:36:49,Check application data,57,8130,972769,556255,
2210,2022-03-05 20:36:49,Simple Check,,,,,Simple Check
2210,2022-03-05 22:36:49,Make Decision,,,,,
2210,2022-03-06 00:36:49,Inform Customer,,,,,
2211,2022-02-21 17:42:00,Customer applies,,,,,
2211,2022-02-21 19:42:00,Check application data,37,43813,204434,1459354,
2211,2022-02-21 21:42:00,Normal Check,,,,,Normal Check
2211,2022-02-21 23:42:00,Make Decision,,,,,
2211,2022-02-22 01:42:00,Inform Customer,,,,,
2212,2022-02-20 13:47:51,Customer applies,,,,,
2212,2022-02-20 15:47:51,Check application data,30,39206,69928,742461,
2212,2022-02-20 17:47:51,Normal Check,,,,,Normal Check
2212,2022-02-20 19:47:51,Make Decision,,,,,
2212,2022-02-20 21:47:51,Inform Customer,,,,,
2213,2022-02-19 12:52:01,Customer applies,,,,,
2213,2022-02-19 14:52:01,Check application data,36,90109,231239,1045271,
2213,2022-02-19 16:52:01,Extensive Check,,,,,Extensive Check
2213,2022-02-19 18:52:01,Make Decision,,,,,
2213,2022-02-19 20:52:01,Inform Customer,,,,,
2214,2022-02-15 11:26:31,Customer applies,,,,,
2214,2022-02-15 13:26:31,Check application data,51,59904,722296,1190362,
2214,2022-02-15 15:26:31,Normal Check,,,,,Normal Check
2214,2022-02-15 17:26:31,Make Decision,,,,,
2214,2022-02-15 19:26:31,Inform Customer,,,,,
2215,2022-02-17 09:13:32,Customer applies,,,,,
2215,2022-02-17 11:13:32,Check application data,54,91618,196911,495205,
2215,2022-02-17 13:13:32,Extensive Check,,,,,Extensive Check
2215,2022-02-17 15:13:32,Make Decision,,,,,
2215,2022-02-17 17:13:32,Inform Customer,,,,,
2216,2022-02-21 09:04:31,Customer applies,,,,,
2216,2022-02-21 11:04:31,Check application data,44,94150,424464,448861,
2216,2022-02-21 13:04:31,Extensive Check,,,,,Extensive Check
2216,2022-02-21 15:04:31,Make Decision,,,,,
2216,2022-02-21 17:04:31,Inform Customer,,,,,
2217,2022-02-26 10:11:33,Customer applies,,,,,
2217,2022-02-26 12:11:33,Check application data,25,39190,268527,1998517,
2217,2022-02-26 14:11:33,Normal Check,,,,,Normal Check
2217,2022-02-26 16:11:33,Make Decision,,,,,
2217,2022-02-26 18:11:33,Inform Customer,,,,,
2218,2022-02-19 15:11:37,Customer applies,,,,,
2218,2022-02-19 17:11:37,Check application data,54,89881,412927,1145403,
2218,2022-02-19 19:11:37,Extensive Check,,,,,Extensive Check
2218,2022-02-19 21:11:37,Make Decision,,,,,
2218,2022-02-19 23:11:37,Inform Customer,,,,,
2219,2022-03-04 17:41:46,Customer applies,,,,,
2219,2022-03-04 19:41:46,Check application data,58,62644,904872,350392,
2219,2022-03-04 21:41:46,Normal Check,,,,,Normal Check
2219,2022-03-04 23:41:46,Make Decision,,,,,
2219,2022-03-05 01:41:46,Inform Customer,,,,,
2220,2022-02-17 17:01:27,Customer applies,,,,,
2220,2022-02-17 19:01:27,Check application data,48,40375,690086,846659,
2220,2022-02-17 21:01:27,Normal Check,,,,,Normal Check
2220,2022-02-17 23:01:27,Make Decision,,,,,
2220,2022-02-18 01:01:27,Inform Customer,,,,,
2221,2022-02-16 14:51:29,Customer applies,,,,,
2221,2022-02-16 16:51:29,Check application data,48,72330,174771,1749163,
2221,2022-02-16 18:51:29,Normal Check,,,,,Normal Check
2221,2022-02-16 20:51:29,Make Decision,,,,,
2221,2022-02-16 22:51:29,Inform Customer,,,,,
2222,2022-03-02 12:20:32,Customer applies,,,,,
2222,2022-03-02 14:20:32,Check application data,47,63732,290670,1643554,
2222,2022-03-02 16:20:32,Normal Check,,,,,Normal Check
2222,2022-03-02 18:20:32,Make Decision,,,,,
2222,2022-03-02 20:20:32,Inform Customer,,,,,
2223,2022-02-27 13:59:37,Customer applies,,,,,
2223,2022-02-27 15:59:37,Check application data,55,94318,376976,915490,
2223,2022-02-27 17:59:37,Extensive Check,,,,,Extensive Check
2223,2022-02-27 19:59:37,Make Decision,,,,,
2223,2022-02-27 21:59:37,Inform Customer,,,,,
2224,2022-02-18 10:05:34,Customer applies,,,,,
2224,2022-02-18 12:05:34,Check application data,59,86240,337934,1321940,
2224,2022-02-18 14:05:34,Extensive Check,,,,,Extensive Check
2224,2022-02-18 16:05:34,Make Decision,,,,,
2224,2022-02-18 18:05:34,Inform Customer,,,,,
2225,2022-02-23 16:47:04,Customer applies,,,,,
2225,2022-02-23 18:47:04,Check application data,56,95485,217346,1458287,
2225,2022-02-23 20:47:04,Extensive Check,,,,,Extensive Check
2225,2022-02-23 22:47:04,Make Decision,,,,,
2225,2022-02-24 00:47:04,Inform Customer,,,,,
2226,2022-02-25 13:46:18,Customer applies,,,,,
2226,2022-02-25 15:46:18,Check application data,42,16654,711310,1093654,
2226,2022-02-25 17:46:18,Simple Check,,,,,Simple Check
2226,2022-02-25 19:46:18,Make Decision,,,,,
2226,2022-02-25 21:46:18,Inform Customer,,,,,
2227,2022-02-26 10:34:26,Customer applies,,,,,
2227,2022-02-26 12:34:26,Check application data,30,86965,684910,988590,
2227,2022-02-26 14:34:26,Extensive Check,,,,,Extensive Check
2227,2022-02-26 16:34:26,Make Decision,,,,,
2227,2022-02-26 18:34:26,Inform Customer,,,,,
2228,2022-02-18 12:51:40,Customer applies,,,,,
2228,2022-02-18 14:51:40,Check application data,35,48876,477442,474572,
2228,2022-02-18 16:51:40,Normal Check,,,,,Normal Check
2228,2022-02-18 18:51:40,Make Decision,,,,,
2228,2022-02-18 20:51:40,Inform Customer,,,,,
2229,2022-02-16 15:11:46,Customer applies,,,,,
2229,2022-02-16 17:11:46,Check application data,59,61774,305647,542456,
2229,2022-02-16 19:11:46,Normal Check,,,,,Normal Check
2229,2022-02-16 21:11:46,Make Decision,,,,,
2229,2022-02-16 23:11:46,Inform Customer,,,,,
2230,2022-02-23 14:48:01,Customer applies,,,,,
2230,2022-02-23 16:48:01,Check application data,56,52211,171091,419230,
2230,2022-02-23 18:48:01,Normal Check,,,,,Normal Check
2230,2022-02-23 20:48:01,Make Decision,,,,,
2230,2022-02-23 22:48:01,Inform Customer,,,,,
2231,2022-03-05 08:57:19,Customer applies,,,,,
2231,2022-03-05 10:57:19,Check application data,59,45518,976327,1566543,
2231,2022-03-05 12:57:19,Normal Check,,,,,Normal Check
2231,2022-03-05 14:57:19,Make Decision,,,,,
2231,2022-03-05 16:57:19,Inform Customer,,,,,
2232,2022-02-27 11:50:22,Customer applies,,,,,
2232,2022-02-27 13:50:22,Check application data,39,1094,436706,1908724,
2232,2022-02-27 15:50:22,Simple Check,,,,,Simple Check
2232,2022-02-27 17:50:22,Make Decision,,,,,
2232,2022-02-27 19:50:22,Inform Customer,,,,,
2233,2022-02-23 12:44:58,Customer applies,,,,,
2233,2022-02-23 14:44:58,Check application data,55,89570,320005,477191,
2233,2022-02-23 16:44:58,Extensive Check,,,,,Extensive Check
2233,2022-02-23 18:44:58,Make Decision,,,,,
2233,2022-02-23 20:44:58,Inform Customer,,,,,
2234,2022-02-14 18:51:36,Customer applies,,,,,
2234,2022-02-14 20:51:36,Check application data,57,31192,290921,442627,
2234,2022-02-14 22:51:36,Normal Check,,,,,Normal Check
2234,2022-02-15 00:51:36,Make Decision,,,,,
2234,2022-02-15 02:51:36,Inform Customer,,,,,
2235,2022-02-24 16:16:38,Customer applies,,,,,
2235,2022-02-24 18:16:38,Check application data,26,89558,503865,1746111,
2235,2022-02-24 20:16:38,Extensive Check,,,,,Extensive Check
2235,2022-02-24 22:16:38,Make Decision,,,,,
2235,2022-02-25 00:16:38,Inform Customer,,,,,
2236,2022-02-24 08:43:44,Customer applies,,,,,
2236,2022-02-24 10:43:44,Check application data,25,33816,131064,977848,
2236,2022-02-24 12:43:44,Normal Check,,,,,Normal Check
2236,2022-02-24 14:43:44,Make Decision,,,,,
2236,2022-02-24 16:43:44,Inform Customer,,,,,
2237,2022-02-21 10:18:28,Customer applies,,,,,
2237,2022-02-21 12:18:28,Check application data,37,3332,188444,878559,
2237,2022-02-21 14:18:28,Simple Check,,,,,Simple Check
2237,2022-02-21 16:18:28,Make Decision,,,,,
2237,2022-02-21 18:18:28,Inform Customer,,,,,
2238,2022-02-22 08:27:26,Customer applies,,,,,
2238,2022-02-22 10:27:26,Check application data,47,35756,234370,374361,
2238,2022-02-22 12:27:26,Normal Check,,,,,Normal Check
2238,2022-02-22 14:27:26,Make Decision,,,,,
2238,2022-02-22 16:27:26,Inform Customer,,,,,
2239,2022-02-22 15:06:27,Customer applies,,,,,
2239,2022-02-22 17:06:27,Check application data,46,65520,963410,466281,
2239,2022-02-22 19:06:27,Normal Check,,,,,Normal Check
2239,2022-02-22 21:06:27,Make Decision,,,,,
2239,2022-02-22 23:06:27,Inform Customer,,,,,
2240,2022-03-02 10:05:16,Customer applies,,,,,
2240,2022-03-02 12:05:16,Check application data,58,23584,756929,61324,
2240,2022-03-02 14:05:16,Normal Check,,,,,Normal Check
2240,2022-03-02 16:05:16,Make Decision,,,,,
2240,2022-03-02 18:05:16,Inform Customer,,,,,
2241,2022-02-18 14:06:46,Customer applies,,,,,
2241,2022-02-18 16:06:46,Check application data,39,30678,321401,1625891,
2241,2022-02-18 18:06:46,Normal Check,,,,,Normal Check
2241,2022-02-18 20:06:46,Make Decision,,,,,
2241,2022-02-18 22:06:46,Inform Customer,,,,,
2242,2022-02-19 14:53:12,Customer applies,,,,,
2242,2022-02-19 16:53:12,Check application data,35,23275,864220,655345,
2242,2022-02-19 18:53:12,Normal Check,,,,,Normal Check
2242,2022-02-19 20:53:12,Make Decision,,,,,
2242,2022-02-19 22:53:12,Inform Customer,,,,,
2243,2022-02-18 10:47:43,Customer applies,,,,,
2243,2022-02-18 12:47:43,Check application data,47,32183,579915,1617195,
2243,2022-02-18 14:47:43,Normal Check,,,,,Normal Check
2243,2022-02-18 16:47:43,Make Decision,,,,,
2243,2022-02-18 18:47:43,Inform Customer,,,,,
2244,2022-02-15 12:33:11,Customer applies,,,,,
2244,2022-02-15 14:33:11,Check application data,37,95976,765568,998716,
2244,2022-02-15 16:33:11,Extensive Check,,,,,Extensive Check
2244,2022-02-15 18:33:11,Make Decision,,,,,
2244,2022-02-15 20:33:11,Inform Customer,,,,,
2245,2022-02-22 13:33:22,Customer applies,,,,,
2245,2022-02-22 15:33:22,Check application data,54,57184,362555,124787,
2245,2022-02-22 17:33:22,Normal Check,,,,,Normal Check
2245,2022-02-22 19:33:22,Make Decision,,,,,
2245,2022-02-22 21:33:22,Inform Customer,,,,,
2246,2022-03-05 16:01:52,Customer applies,,,,,
2246,2022-03-05 18:01:52,Check application data,40,13469,900779,1114924,
2246,2022-03-05 20:01:52,Simple Check,,,,,Simple Check
2246,2022-03-05 22:01:52,Make Decision,,,,,
2246,2022-03-06 00:01:52,Inform Customer,,,,,
2247,2022-03-05 14:41:31,Customer applies,,,,,
2247,2022-03-05 16:41:31,Check application data,41,34701,516712,988153,
2247,2022-03-05 18:41:31,Normal Check,,,,,Normal Check
2247,2022-03-05 20:41:31,Make Decision,,,,,
2247,2022-03-05 22:41:31,Inform Customer,,,,,
2248,2022-02-20 13:11:30,Customer applies,,,,,
2248,2022-02-20 15:11:30,Check application data,35,94640,486233,439513,
2248,2022-02-20 17:11:30,Extensive Check,,,,,Extensive Check
2248,2022-02-20 19:11:30,Make Decision,,,,,
2248,2022-02-20 21:11:30,Inform Customer,,,,,
2249,2022-03-02 15:49:20,Customer applies,,,,,
2249,2022-03-02 17:49:20,Check application data,31,10073,595616,1139622,
